"","Tm","Year","Date","Time","LTime","at","Opp","Week","G.","Day","Result","OT","Location","Surface","Roof","Temperature","turf_spec","Stadium","Surface_detailed","Surface_3cat","Surface_2cat","n_injs","Surface_all","TeamYear"
"1622","NE",2018,"10/4/2018","20:20","20:20","","IND",5,5,"Thu","W 38-24","","NWE","fieldturf","outdoors","66","FieldTurf CORE","NWE","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",2,"FieldTurf CORE/Revolution 360","NE 2018"
"1623","NE",2018,"10/14/2018","20:20","20:20","","KC",6,6,"Sun","W 43-40","","NWE","fieldturf","outdoors","45","FieldTurf CORE","NWE","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","NE 2018"
"1624","NE",2018,"11/4/2018","20:20","20:20","","GB",9,9,"Sun","W 31-17","","NWE","fieldturf","outdoors","40","FieldTurf CORE","NWE","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",0,"FieldTurf CORE/Revolution 360","NE 2018"
"1625","NE",2018,"12/2/2018","16:25","16:25","","MIN",13,12,"Sun","W 24-10","","NWE","fieldturf","outdoors","53","FieldTurf CORE","NWE","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",0,"FieldTurf CORE/Revolution 360","NE 2018"
"1626","NE",2018,"12/23/2018","13:00","13:00","","BUF",16,15,"Sun","W 24-12","","NWE","fieldturf","outdoors","40","FieldTurf CORE","NWE","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",2,"FieldTurf CORE/Revolution 360","NE 2018"
"1627","NE",2018,"12/30/2018","13:00","13:00","","NYJ",17,16,"Sun","W 38-3","","NWE","fieldturf","outdoors","33","FieldTurf CORE","NWE","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",0,"FieldTurf CORE/Revolution 360","NE 2018"
"1628","NYJ",2018,"12/30/2018","13:00","13:00","@","NE",17,16,"Sun","L 3-38","","NWE","fieldturf","outdoors","33","FieldTurf CORE","NWE","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",0,"FieldTurf CORE/Revolution 360","NYJ 2018"
"1629","ARI",2023,"10/22/2023","","","@","SEA",7,7,"Sun","L 10-20","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",3,"FieldTurf CORE/Revolution 360","ARI 2023"
"1630","CAR",2023,"9/24/2023","","","@","SEA",3,3,"Sun","L 27-37","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","CAR 2023"
"1631","CLE",2023,"10/29/2023","","","@","SEA",8,7,"Sun","L 20-24","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",3,"FieldTurf CORE/Revolution 360","CLE 2023"
"1632","LAR",2023,"9/10/2023","","","@","SEA",1,1,"Sun","W 30-13","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",2,"FieldTurf CORE/Revolution 360","LAR 2023"
"1633","PHI",2023,"12/18/2023","","","@","SEA",15,14,"Mon","L 17-20","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",0,"FieldTurf CORE/Revolution 360","PHI 2023"
"1634","PIT",2023,"12/31/2023","","","@","SEA",17,16,"Sun","W 30-23","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",0,"FieldTurf CORE/Revolution 360","PIT 2023"
"1635","SEA",2023,"12/31/2023","","","","PIT",17,16,"Sun","L 23-30","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","SEA 2023"
"1636","SEA",2023,"12/18/2023","","","","PHI",15,14,"Mon","W 20-17","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",0,"FieldTurf CORE/Revolution 360","SEA 2023"
"1637","SEA",2023,"11/23/2023","","","","SF",12,11,"Thu","L 13-31","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","SEA 2023"
"1638","SEA",2023,"11/12/2023","","","","WAS",10,9,"Sun","W 29-26","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",0,"FieldTurf CORE/Revolution 360","SEA 2023"
"1639","SEA",2023,"10/29/2023","","","","CLE",8,7,"Sun","W 24-20","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","SEA 2023"
"1640","SEA",2023,"10/22/2023","","","","ARI",7,6,"Sun","W 20-10","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","SEA 2023"
"1641","SEA",2023,"9/24/2023","","","","CAR",3,3,"Sun","W 37-27","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","SEA 2023"
"1642","SEA",2023,"9/10/2023","","","","LAR",1,1,"Sun","L 13-30","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",3,"FieldTurf CORE/Revolution 360","SEA 2023"
"1643","SF",2023,"11/23/2023","","","@","SEA",12,11,"Thu","W 31-13","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","SF 2023"
"1644","WAS",2023,"11/12/2023","","","@","SEA",10,10,"Sun","L 26-29","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",3,"FieldTurf CORE/Revolution 360","WAS 2023"
"1645","ARI",2022,"10/16/2022","","","@","SEA",6,6,"Sun","L 9-19","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",2,"FieldTurf CORE/Revolution 360","ARI 2022"
"1646","ATL",2022,"9/25/2022","","","@","SEA",3,3,"Sun","W 27-23","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","ATL 2022"
"1647","CAR",2022,"12/11/2022","","","@","SEA",14,13,"Sun","W 30-24","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","CAR 2022"
"1648","DEN",2022,"9/12/2022","","","@","SEA",1,1,"Mon","L 16-17","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",2,"FieldTurf CORE/Revolution 360","DEN 2022"
"1649","LAR",2022,"1/8/2023","","","@","SEA",18,17,"Sun","L 16-19 (OT)","OT","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",0,"FieldTurf CORE/Revolution 360","LAR 2022"
"1650","LV",2022,"11/27/2022","","","@","SEA",12,11,"Sun","W 40-34 (OT)","OT","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",3,"FieldTurf CORE/Revolution 360","LV 2022"
"1651","NYG",2022,"10/30/2022","","","@","SEA",8,8,"Sun","L 13-27","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",0,"FieldTurf CORE/Revolution 360","NYG 2022"
"1652","NYJ",2022,"1/1/2023","","","@","SEA",17,16,"Sun","L 6-23","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",2,"FieldTurf CORE/Revolution 360","NYJ 2022"
"1653","SEA",2022,"1/8/2023","","","","LAR",18,17,"Sun","W 19-16 (OT)","OT","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",0,"FieldTurf CORE/Revolution 360","SEA 2022"
"1654","SEA",2022,"1/1/2023","","","","NYJ",17,16,"Sun","W 23-6","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",2,"FieldTurf CORE/Revolution 360","SEA 2022"
"1655","SEA",2022,"12/15/2022","","","","SF",15,14,"Thu","L 13-21","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","SEA 2022"
"1656","SEA",2022,"12/11/2022","","","","CAR",14,13,"Sun","L 24-30","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","SEA 2022"
"1657","SEA",2022,"11/27/2022","","","","LV",12,11,"Sun","L 34-40 (OT)","OT","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",0,"FieldTurf CORE/Revolution 360","SEA 2022"
"1658","SEA",2022,"10/30/2022","","","","NYG",8,8,"Sun","W 27-13","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",2,"FieldTurf CORE/Revolution 360","SEA 2022"
"1659","SEA",2022,"10/16/2022","","","","ARI",6,6,"Sun","W 19-9","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",2,"FieldTurf CORE/Revolution 360","SEA 2022"
"1660","SEA",2022,"9/25/2022","","","","ATL",3,3,"Sun","L 23-27","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",2,"FieldTurf CORE/Revolution 360","SEA 2022"
"1661","SEA",2022,"9/12/2022","","","","DEN",1,1,"Mon","W 17-16","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",3,"FieldTurf CORE/Revolution 360","SEA 2022"
"1662","SF",2022,"12/15/2022","","","@","SEA",15,14,"Thu","W 21-13","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",0,"FieldTurf CORE/Revolution 360","SF 2022"
"1663","ARI",2021,"11/21/2021","","","@","SEA",11,11,"Sun","W 23-13","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",0,"FieldTurf CORE/Revolution 360","ARI 2021"
"1664","CHI",2021,"12/26/2021","","","@","SEA",16,15,"Sun","W 25-24","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",2,"FieldTurf CORE/Revolution 360","CHI 2021"
"1665","DET",2021,"1/2/2022","","","@","SEA",17,16,"Sun","L 29-51","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",0,"FieldTurf CORE/Revolution 360","DET 2021"
"1666","JAX",2021,"10/31/2021","","","@","SEA",8,7,"Sun","L 7-31","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","JAX 2021"
"1667","LAR",2021,"10/7/2021","","","@","SEA",5,5,"Thu","W 26-17","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",2,"FieldTurf CORE/Revolution 360","LAR 2021"
"1668","NO",2021,"10/25/2021","","","@","SEA",7,6,"Mon","W 13-10","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",0,"FieldTurf CORE/Revolution 360","NO 2021"
"1669","SEA",2021,"9/19/2021","","","","TEN",2,2,"Sun","L 30-33 (OT)","OT","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","SEA 2021"
"1670","SEA",2021,"10/7/2021","","","","LAR",5,5,"Thu","L 17-26","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",0,"FieldTurf CORE/Revolution 360","SEA 2021"
"1671","SEA",2021,"10/25/2021","","","","NO",7,7,"Mon","L 10-13","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","SEA 2021"
"1672","SEA",2021,"10/31/2021","","","","JAX",8,8,"Sun","W 31-7","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","SEA 2021"
"1673","SEA",2021,"11/21/2021","","","","ARI",11,10,"Sun","L 13-23","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",3,"FieldTurf CORE/Revolution 360","SEA 2021"
"1674","SEA",2021,"12/5/2021","","","","SF",13,12,"Sun","W 30-23","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","SEA 2021"
"1675","SEA",2021,"12/26/2021","","","","CHI",16,15,"Sun","L 24-25","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","SEA 2021"
"1676","SEA",2021,"1/2/2022","","","","DET",17,16,"Sun","W 51-29","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",2,"FieldTurf CORE/Revolution 360","SEA 2021"
"1677","SF",2021,"12/5/2021","","","@","SEA",13,12,"Sun","L 23-30","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","SF 2021"
"1678","TEN",2021,"9/19/2021","","","@","SEA",2,2,"Sun","W 33-30 (OT)","OT","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",2,"FieldTurf CORE/Revolution 360","TEN 2021"
"1679","ARI",2020,"11/19/2020","","","@","SEA",11,10,"Thu","L 21-28","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",2,"FieldTurf CORE/Revolution 360","ARI 2020"
"1680","DAL",2020,"9/27/2020","","","@","SEA",3,3,"Sun","L 31-38","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",0,"FieldTurf CORE/Revolution 360","DAL 2020"
"1681","LAR",2020,"12/27/2020","","","@","SEA",16,15,"Sun","L 9-20","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",0,"FieldTurf CORE/Revolution 360","LAR 2020"
"1682","MIN",2020,"10/11/2020","","","@","SEA",5,5,"Sun","L 26-27","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","MIN 2020"
"1683","NE",2020,"9/20/2020","","","@","SEA",2,2,"Sun","L 30-35","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","NE 2020"
"1684","NYG",2020,"12/6/2020","","","@","SEA",13,12,"Sun","W 17-12","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",2,"FieldTurf CORE/Revolution 360","NYG 2020"
"1685","NYJ",2020,"12/13/2020","","","@","SEA",14,13,"Sun","L 3-40","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","NYJ 2020"
"1686","SEA",2020,"9/20/2020","","","","NE",2,2,"Sun","W 35-30","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",4,"FieldTurf CORE/Revolution 360","SEA 2020"
"1687","SEA",2020,"9/27/2020","","","","DAL",3,3,"Sun","W 38-31","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",3,"FieldTurf CORE/Revolution 360","SEA 2020"
"1688","SEA",2020,"10/11/2020","","","","MIN",5,5,"Sun","W 27-26","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","SEA 2020"
"1689","SEA",2020,"11/1/2020","","","","SF",8,7,"Sun","W 37-27","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","SEA 2020"
"1690","SEA",2020,"11/19/2020","","","","ARI",11,10,"Thu","W 28-21","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","SEA 2020"
"1691","SEA",2020,"12/6/2020","","","","NYG",13,12,"Sun","L 12-17","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",5,"FieldTurf CORE/Revolution 360","SEA 2020"
"1692","SEA",2020,"12/13/2020","","","","NYJ",14,13,"Sun","W 40-3","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","SEA 2020"
"1693","SEA",2020,"12/27/2020","","","","LAR",16,15,"Sun","W 20-9","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",0,"FieldTurf CORE/Revolution 360","SEA 2020"
"1694","SF",2020,"11/1/2020","","","@","SEA",8,8,"Sun","L 27-37","","SEA","fieldturf","","","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",3,"FieldTurf CORE/Revolution 360","SF 2020"
"1695","ARI",2019,"12/22/2019","16:25","13:25","@","SEA",16,15,"Sun","W 27-13","","SEA","fieldturf","outdoors","43","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","ARI 2019"
"1696","BAL",2019,"10/20/2019","16:25","13:25","@","SEA",7,7,"Sun","W 30-16","","SEA","fieldturf","outdoors","50","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",0,"FieldTurf CORE/Revolution 360","BAL 2019"
"1697","CIN",2019,"9/8/2019","16:05","13:05","@","SEA",1,1,"Sun","L 20-21","","SEA","fieldturf","outdoors","64","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",0,"FieldTurf CORE/Revolution 360","CIN 2019"
"1698","MIN",2019,"12/2/2019","20:15","17:15","@","SEA",13,12,"Mon","L 30-37","","SEA","fieldturf","outdoors","51","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",0,"FieldTurf CORE/Revolution 360","MIN 2019"
"1699","NO",2019,"9/22/2019","16:25","13:25","@","SEA",3,3,"Sun","W 33-27","","SEA","fieldturf","outdoors","63","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","NO 2019"
"1700","SEA",2019,"9/8/2019","16:05","13:05","","CIN",1,1,"Sun","W 21-20","","SEA","fieldturf","outdoors","64","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",3,"FieldTurf CORE/Revolution 360","SEA 2019"
"1701","SEA",2019,"9/22/2019","16:25","13:25","","NO",3,3,"Sun","L 27-33","","SEA","fieldturf","outdoors","63","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",0,"FieldTurf CORE/Revolution 360","SEA 2019"
"1702","SEA",2019,"10/3/2019","20:20","17:20","","LAR",5,5,"Thu","W 30-29","","SEA","fieldturf","outdoors","57","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","SEA 2019"
"1703","SEA",2019,"10/20/2019","16:25","13:25","","BAL",7,7,"Sun","L 16-30","","SEA","fieldturf","outdoors","50","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",0,"FieldTurf CORE/Revolution 360","SEA 2019"
"1704","SEA",2019,"11/3/2019","16:05","13:05","","TB",9,9,"Sun","W 40-34","OT","SEA","fieldturf","outdoors","54","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",1,"FieldTurf CORE/Revolution 360","SEA 2019"
"1705","SEA",2019,"12/2/2019","20:15","17:15","","MIN",13,12,"Mon","W 37-30","","SEA","fieldturf","outdoors","51","FieldTurf Revolution 360","SEA","FieldTurf CORE/Revolution 360","Other Artificial","Artificial Turf",0,"FieldTurf CORE/Revolution 360","SEA 2019"
